0.0000000000000000e+00, 0.0000000000000000e+00, 
0.0000000000000000e+00, -7.8539816339744828e-01, 
2.9999999999999999e-02, -7.8251805336246472e-01, 
5.9999999999999998e-02, -7.7389436095496400e-01, 
8.9999999999999997e-02, -7.5957718627337645e-01, 
1.2000000000000000e-01, -7.3965063529269337e-01, 
1.4999999999999999e-01, -7.1423366766856666e-01, 
1.7999999999999999e-01, -6.8348116340496368e-01, 
2.0999999999999999e-01, -6.4758509210448034e-01, 
2.3999999999999999e-01, -6.0677564174303611e-01, 
2.7000000000000002e-01, -5.6132214312927764e-01, 
2.9999999999999999e-01, -5.1153361370256845e-01, 
3.2999999999999996e-01, -4.5775874247891085e-01, 
3.5999999999999999e-01, -4.0038514892029076e-01, 
3.9000000000000001e-01, -3.3983777374401603e-01, 
4.1999999999999998e-01, -2.7657629950313661e-01, 
4.4999999999999996e-01, -2.1109155187082940e-01, 
4.7999999999999998e-01, -1.4390089583840321e-01, 
5.1000000000000001e-01, -7.5542709592769569e-02, 
5.4000000000000004e-01, -6.5700863878464973e-03, 
5.6999999999999995e-01, 6.2456025681046912e-02, 
5.9999999999999998e-01, 1.3097399108217458e-01, 
6.3000000000000000e-01, 1.9842868137040168e-01, 
6.5999999999999992e-01, 2.6427841452912354e-01, 
6.8999999999999995e-01, 3.2800137777378346e-01, 
7.1999999999999997e-01, 3.8910131403914050e-01, 
7.5000000000000000e-01, 4.4711230967654814e-01, 
7.8000000000000003e-01, 5.0160258746319264e-01, 
8.0999999999999994e-01, 5.5217727790607807e-01, 
8.3999999999999997e-01, 5.9848020653143075e-01, 
8.7000000000000000e-01, 6.4019479018376013e-01, 
8.9999999999999991e-01, 6.7704417785319837e-01, 
9.2999999999999994e-01, 7.0879079958270541e-01, 
9.5999999999999996e-01, 7.3523550060389409e-01, 
9.8999999999999999e-01, 7.5621643829081742e-01, 
1.0200000000000000e+00, 7.7160790886019304e-01, 
1.0500000000000000e+00, 7.8131925135624714e-01, 
1.0800000000000001e+00, 7.8529395065889507e-01, 
1.1099999999999999e+00, 7.8350903107244974e-01, 
1.1399999999999999e+00, 7.7597479911481082e-01, 
1.1699999999999999e+00, 7.6273495967068317e-01, 
1.2000000000000000e+00, 7.4386709464593703e-01, 
1.2300000000000000e+00, 7.1948345848597695e-01, 
1.2600000000000000e+00, 6.8973201127880557e-01, 
1.2900000000000000e+00, 6.5479757876461986e-01, 
1.3199999999999998e+00, 6.1490300088943306e-01, 
1.3499999999999999e+00, 5.7031010845076102e-01, 
1.3799999999999999e+00, 5.2132035311873759e-01, 
1.4099999999999999e+00, 4.6827491206539251e-01, 
1.4399999999999999e+00, 4.1155409682435379e-01, 
1.4700000000000000e+00, 3.5157591846448499e-01, 
1.5000000000000000e+00, 2.8879369824984380e-01, 
1.5300000000000000e+00, 2.2369266371572605e-01, 
1.5600000000000001e+00, 1.5678553175799212e-01, 
1.5899999999999999e+00, 8.8607148334908362e-02, 
1.6199999999999999e+00, 1.9708322648127347e-02, 
1.6499999999999999e+00, -4.9350944688438890e-02, 
1.6799999999999999e+00, -1.1800859173898998e-01, 
1.7100000000000000e+00, -1.8570770660858310e-01, 
1.7400000000000000e+00, -2.5190353638802526e-01, 
1.7700000000000000e+00, -3.1607002663736838e-01, 
1.7999999999999998e+00, -3.7770566233462827e-01, 
1.8299999999999998e+00, -4.3633843599352590e-01, 
1.8599999999999999e+00, -4.9152983400186090e-01, 
1.8899999999999999e+00, -5.4287780120097640e-01, 
1.9199999999999999e+00, -5.9001870967632419e-01, 
1.9500000000000000e+00, -6.3262841516886537e-01, 
1.9800000000000000e+00, -6.7042252963323801e-01, 
2.0099999999999998e+00, -7.0315606929557928e-01, 
2.0400000000000000e+00, -7.3062265383979164e-01, 
2.0699999999999998e+00, -7.5265343515241356e-01, 
2.1000000000000001e+00, -7.6911592532787298e-01, 
2.1299999999999999e+00, -7.7991287572129875e-01, 
2.1600000000000001e+00, -7.8498133408816850e-01, 
2.1899999999999999e+00, -7.8429197736390377e-01, 
2.2199999999999998e+00, -7.7784878511719535e-01, 
2.2500000000000000e+00, -7.6568908446343042e-01, 
2.2799999999999998e+00, -7.4788396224188725e-01, 
2.3100000000000001e+00, -7.2453900537471361e-01, 
2.3399999999999999e+00, -6.9579529639189419e-01, 
2.3700000000000001e+00, -6.6183055917988132e-01, 
2.3999999999999999e+00, -6.2286032148844150e-01, 
2.4299999999999997e+00, -5.7913893741394795e-01, 
2.4600000000000000e+00, -5.3096029714180659e-01, 
2.4899999999999998e+00, -4.7865804505577714e-01, 
2.5200000000000000e+00, -4.2260513319526871e-01, 
2.5499999999999998e+00, -3.6321255674458414e-01, 
2.5800000000000001e+00, -3.0092715256744834e-01, 
2.6099999999999999e+00, -2.3622839011348473e-01, 
2.6399999999999997e+00, -1.6962414391494138e-01, 
2.6699999999999999e+00, -1.0164550411838859e-01, 
2.6999999999999997e+00, -3.2840750230259619e-02, 
2.7300000000000000e+00, 3.6231323303319289e-02, 
2.7599999999999998e+00, 1.0500848978802162e-01, 
2.7900000000000000e+00, 1.7293230815466065e-01, 
2.8199999999999998e+00, 2.3945519178599112e-01, 
2.8500000000000001e+00, 3.0404705634582652e-01, 
2.8799999999999999e+00, 3.6620130885447466e-01, 
2.9099999999999997e+00, 4.2543999227624213e-01, 
2.9399999999999999e+00, 4.8131796375023550e-01, 
2.9699999999999998e+00, 5.3342605340994620e-01, 
3.0000000000000000e+00, 5.8139321772817676e-01, 
